id,duration,text_raw,cleaned_text
7747,2.56,باور کن هیچ ماجرایی با هم نداشتیم.,باور کن هیچ ماجرایی با هم نداشتیم.
7748,4.615,الان این شهر با مخروبه‌های حلب چه فرقی داره؟,الان این شهر با مخروبه‌های حلب چه فرقی داره؟
7749,5.58,نه این که در ایران درس خواندند و المپیادی شدند و سر از مکزیک درآوردند.,نه این که در ایران درس خواندند و المپیادی شدند و سر از مکزیک درآوردند.
7750,2.52,آثار تجسمی دوست‌داری؟,آثار تجسمی دوست‌داری؟
7751,12.24,الهه منصوریان در مرحله نیمه‌نهایی بازی‌های آسیایی توانست حریف خود از کشور فیلیپین را شکست دهد و به فینال این رقابت‌ها صعود کند.,الهه منصوریان در مرحله نیمه‌نهایی بازی‌های آسیایی توانست حریف خود از کشور فیلیپین را شکست دهد و به فینال این رقابت‌ها صعود کند.
7752,4.8,چیز خبیثی که دیدی، بی‌خیالش شو و رد شو.,چیز خبیثی که دیدی، بی‌خیالش شو و رد شو.
7753,8.7,به همین دلیل است که بسیاری تخته‌نرد را نه‌فقط برای سرگرمی، بلکه برای حفظ تمرکز و تیز نگه‌داشتن ذهن بازی می‌کنند.,به همین دلیل است که بسیاری تخته‌نرد را نه‌فقط برای سرگرمی، بلکه برای حفظ تمرکز و تیز نگه‌داشتن ذهن بازی می‌کنند.
7754,7.5525,آمریکا خواهان اقدام جهانی علیه ایران به‌خاطر کمک‌‌های تسلیحاتی‌اش به حوثی‌ها شد.,آمریکا خواهان اقدام جهانی علیه ایران به‌خاطر کمک‌‌های تسلیحاتی‌اش به حوثی‌ها شد.
7755,4.62,شخصیت‌های خارجی یا عمومی متفاوتی دارند.,شخصیت‌های خارجی یا عمومی متفاوتی دارند.
7756,9.493375,بپذیریم جماعتی در این کشور زندگی می‌کنند که نه‌تنها نادان هستند بلکه در مقابل دانستن، جانانه مقاومت می‌کنند.,بپذیریم جماعتی در این کشور زندگی می‌کنند که نه‌تنها نادان هستند بلکه در مقابل دانستن، جانانه مقاومت می‌کنند.
7757,6.96,هرکدام از مهاجران که از دستشان برمی‌آمد، آتشی می‌افروختند تا خودشان را گرم کنند.,هرکدام از مهاجران که از دستشان برمی‌آمد، آتشی می‌افروختند تا خودشان را گرم کنند.
7758,5.94,همچنین، صداهای عجیب نتیجه جابه‌جایی ماسه‌ها و جریان‌های باد است.,همچنین، صداهای عجیب نتیجه جابه‌جایی ماسه‌ها و جریان‌های باد است.
7759,4.74,می‌گویند توافق خوب است یا عدم توافق؟,می‌گویند توافق خوب است یا عدم توافق؟
7760,4.02,داستانی قدیمی برایتان نقل می‌کنم.,داستانی قدیمی برایتان نقل می‌کنم.
7761,2.82,فعلا بازم باید صبر کنیم.,فعلا بازم باید صبر کنیم.
7762,4.4586875,آره، یا خیلی کلیشه‌ای یا انقدر پیچیده که دیگه از یه جایی خسته می‌شی.,آره، یا خیلی کلیشه‌ای یا انقدر پیچیده که دیگه از یه جایی خسته می‌شی.
7763,2.1,هنوز سفارت نرفتم.,هنوز سفارت نرفتم.
7764,5.9306875,بنده خدا اینقدر کار نکرده باهاش چند برابرشو خرج باید بکنه,بنده خدا اینقدر کار نکرده باهاش چند برابرشو خرج باید بکنه
7765,2.368,رودخانه آرام و زلال,رودخانه آرام و زلال
7766,8.7,انتقام‌گیری نه‌تنها صدمات قبلی را جبران نمی‌کند، بلکه آینده را نیز تحت‌تاثیر قرار می‌دهد.,انتقام‌گیری نه‌تنها صدمات قبلی را جبران نمی‌کند، بلکه آینده را نیز تحت‌تاثیر قرار می‌دهد.
7767,6.12,برای ثبت‌نام اولیه می‌تونید با ترجمۀ انگلیسی هم اقدام کنید.,برای ثبت‌نام اولیه می‌تونید با ترجمۀ انگلیسی هم اقدام کنید.
7768,7.14,استفاده بیش از حد از قند برای سلامتی انسان زیانبار است.,استفاده بیش از حد از قند برای سلامتی انسان زیانبار است.
7769,10.2,در طول راه از صحبت در این باره و ایجاد حدس و گمان خودداری کرد، اما بالاخره مستقیما با آن ترس روبه‌رو شد.,در طول راه از صحبت در این باره و ایجاد حدس و گمان خودداری کرد، اما بالاخره مستقیما با آن ترس روبه‌رو شد.
7770,6.24,آسمان تهران صاف تا کمی ابری همراه با غبار صبحگاهی پیش‌بینی می‌شود.,آسمان تهران صاف تا کمی ابری همراه با غبار صبحگاهی پیش‌بینی می‌شود.
7771,4.2,و از همون تو این خونه پیش پدربزرگم زندگی کرد.,و از همون تو این خونه پیش پدربزرگم زندگی کرد.
7772,7.5,به‌هرحال شاید افسردگی کاملا نهفته کارش را خوب انجام داده باشد.,به‌هرحال شاید افسردگی کاملا نهفته کارش را خوب انجام داده باشد.
7773,4.02,در آینده، نقش هوش مصنوعی پررنگ‌تر خواهد شد.,در آینده، نقش هوش مصنوعی پررنگ‌تر خواهد شد.
7774,8.88,در ژرفای دریا، موجودات ناشناخته‌ای زندگی می‌کنند که هنوز کشف نشده‌اند.,در ژرفای دریا، موجودات ناشناخته‌ای زندگی می‌کنند که هنوز کشف نشده‌اند.
7775,12.96,اگر الگوریتم‌های پیشرفته رباتیک داشته باشیم، احتمالا انواع دیگری از هوش مصنوعی پیشرفته داریم که در مدیریت ساخت کارخانه مفید خواهد بود.,اگر الگوریتم‌های پیشرفته رباتیک داشته باشیم، احتمالا انواع دیگری از هوش مصنوعی پیشرفته داریم که در مدیریت ساخت کارخانه مفید خواهد بود.
7776,8.04,بعد از وزارت نفت، وزارت ارتباطات بیشترین درآمد دولت را دارد.,بعد از وزارت نفت، وزارت ارتباطات بیشترین درآمد دولت را دارد.
7777,7.2,آکادمی هنرهای زیبا طیف وسیعی از دوره‌های طراحی را ارائه می‌دهد.,آکادمی هنرهای زیبا طیف وسیعی از دوره‌های طراحی را ارایه می‌دهد.
7778,7.68,باغ‌ها، عمارت‌ها و بازارهای اطراف آن بخشی از شکوه اصفهان در عصر صفوی را نشان می‌دهند.,باغ‌ها، عمارت‌ها و بازارهای اطراف آن بخشی از شکوه اصفهان در عصر صفوی را نشان می‌دهند.
7779,4.74,چیزی جز احترام برای مهدی طارمی نیست؛,چیزی جز احترام برای مهدی طارمی نیست؛
7780,3.72,اون‌جا آدم تنها می‌مونه.,اون‌جا آدم تنها می‌مونه.
7781,11.815,با این وجود هنوز مناطقی مانند اصفهان، شیراز، قم و تهران میزبان استادکارانی هستند که این هنر ارزشمند را زنده نگه داشته‌اند.,با این وجود هنوز مناطقی مانند اصفهان، شیراز، قم و تهران میزبان استادکارانی هستند که این هنر ارزشمند را زنده نگه داشته‌اند.
7782,5.312,خانه او هر جایی از جهان است که جولیا و باربارا در آن‌جا هستند.,خانه او هر جایی از جهان است که جولیا و باربارا در آن‌جا هستند.
7783,12.48,همه‌چیز در این سفر خیالی ممکن شد چون نسل‌هایی تصمیم گرفتند فراتر از مرزهای گذشته فکر کنند و به‌جای ناامیدی، به ساختن رویاهایشان ایمان داشته باشند.,همه‌چیز در این سفر خیالی ممکن شد چون نسل‌هایی تصمیم گرفتند فراتر از مرزهای گذشته فکر کنند و به‌جای ناامیدی، به ساختن رویاهایشان ایمان داشته باشند.
7784,3.3,بعد هم زد زیر گریه.,بعد هم زد زیر گریه.
7785,7.32,فهمید که این‌ها در نتیجه ترس دوران کودکی‌اش از رهاشدگی و طردشدگی است.,فهمید که این‌ها در نتیجه ترس دوران کودکی‌اش از رهاشدگی و طردشدگی است.
7786,2.2826875,اصا می‌فهمی چی می‌گم؟,اصا می‌فهمی چی می‌گم؟
7787,5.04,خط و نشان جدید امیر نوری برای داعشی ها,خط و نشان جدید امیر نوری برای داعشی ها
7788,6.0,تو محل، همه به پدر بزرگم می‌گفتن کربلایی ناصر.,تو محل، همه به پدر بزرگم می‌گفتن کربلایی ناصر.
7789,10.86,کم‌آبی بدن، مصرف غذاهای پرچرب و پرقند، کمبود ویتامین‌ها و املاح مثل ویتامین و زینک می‌توانند پوست را آسیب‌پذیرتر کنند.,کم‌آبی بدن، مصرف غذاهای پرچرب و پرقند، کمبود ویتامین‌ها و املاح مثل ویتامین و زینک می‌توانند پوست را آسیب‌پذیرتر کنند.
7790,5.04,صمیمیت و رفاقت جانانه آن روزها را به‌خاطر داشت.,صمیمیت و رفاقت جانانه آن روزها را به‌خاطر داشت.
7791,12.6,نخود کرمانشاه نه‌تنها یک محصول کشاورزی، بلکه نمادی از توان تولید داخلی، تلاش زمین و دست‌های پینه‌بسته کشاورزان این خطه است.,نخود کرمانشاه نه‌تنها یک محصول کشاورزی، بلکه نمادی از توان تولید داخلی، تلاش زمین و دست‌های پینه‌بسته کشاورزان این خطه است.
7792,6.06,با دیدن چهرۀ مامانم یه لبخند ملیح زدم و بهش سلام کردم.,با دیدن چهرۀ مامانم یه لبخند ملیح زدم و بهش سلام کردم.
7793,6.6,به خیالش زرنگ تشریف دارد، این بچه تهرانی‌های قرطی را می‌تواند با چرب‌زبانی خام کند.,به خیالش زرنگ تشریف دارد، این بچه تهرانی‌های قرطی را می‌تواند با چرب‌زبانی خام کند.
7794,11.88,او نمایندۀ نسلی از روشنفکران ایرانی است که پس از انقلاب و تحولات اجتماعی، دچار سردرگمی معنایی شدند.,او نمایندۀ نسلی از روشنفکران ایرانی است که پس از انقلاب و تحولات اجتماعی، دچار سردرگمی معنایی شدند.
7795,5.5575,به کوشش محمدابراهیم باستانی پاریزی,به کوشش محمدابراهیم باستانی پاریزی
7796,4.2,هر روز صبح آریا همراه او به مزرعه می‌رفت.,هر روز صبح آریا همراه او به مزرعه می‌رفت.
7797,5.568,اما پناهندگی‌اش قبول نشده و او رها شده در غربت خیابان‌ها.,اما پناهندگی‌اش قبول نشده و او رها شده در غربت خیابان‌ها.
7798,5.52,ایده پرمایه‌ای برای پروژه جدید شرکت ارائه شد.,ایده پرمایه‌ای برای پروژه جدید شرکت ارایه شد.
7799,2.9866875,ایران موسسه دارن؟,ایران موسسه دارن؟
7800,2.58,بی‌اندازه خوش‌تیپ بود.,بی‌اندازه خوش‌تیپ بود.
7801,12.18,نادر مختاری متولد ۶ بهمن ۱۳۶۳، از معترضان آبان‌ماه بود که ۲۴ آبان ۹۸ در اعتراضات کرج بازداشت می‌شود.,نادر مختاری متولد شش بهمن یک هزار و سیصد و شصت و سه ، از معترضان آبان‌ماه بود که بیست و چهار آبان نود و هشت در اعتراضات کرج بازداشت می‌شود.
7802,5.82,نویسندگان بزرگی توانستند به زبان کیهانی دست یابند.,نویسندگان بزرگی توانستند به زبان کیهانی دست یابند.
7803,2.28,ول‌کن دستمو دیگه,ول‌کن دستمو دیگه
7804,3.54,اون روز که بارون گرفت، چی توی فکرت بود؟,اون روز که بارون گرفت، چی توی فکرت بود؟
7805,6.784,بازهم تفاوت بزرگ در سرنوشت یک ملت را نقش یک رهبر ملی رقم زد.,بازهم تفاوت بزرگ در سرنوشت یک ملت را نقش یک رهبر ملی رقم زد.
7806,5.64,شنیدی فلانی بابابزرگش مشروطه‌خواه بوده و کلی داستان داره تعریف کنه؟,شنیدی فلانی بابابزرگش مشروطه‌خواه بوده و کلی داستان داره تعریف کنه؟
7807,5.34,یه جوری باهام حرف زد که خیلی تحقیرآمیز بود، باورم نمی‌شه.,یه جوری باهام حرف زد که خیلی تحقیرآمیز بود، باورم نمی‌شه.
7808,2.16,شاگردانم,شاگردانم
7809,7.1475,بازیگران خارجی در جشنواره جهانی فیلم فجر با چه ظاهری حاضر شدند؟,بازیگران خارجی در جشنواره جهانی فیلم فجر با چه ظاهری حاضر شدند؟
7810,3.3,راننده جلوی در دبیرستان منتظرش بود.,راننده جلوی در دبیرستان منتظرش بود.
7811,3.48,از ما خواستند کاملا سکوت کنیم.,از ما خواستند کاملا سکوت کنیم.
7812,13.6275,در مقابل، دوستی ناسالم رابطه‌ای است که در آن یکی یا هر دو نفر احساس خستگی، اضطراب، بی‌ارزشی یا سوءاستفاده می‌کنند.,در مقابل، دوستی ناسالم رابطه‌ای است که در آن یکی یا هر دو نفر احساس خستگی، اضطراب، بی‌ارزشی یا سوءاستفاده می‌کنند.
7813,5.3546875,و دیگر آنکه، کمبود صندلی و تکیه‌گاه همه را آزار می‌داد.,و دیگر آنکه، کمبود صندلی و تکیه‌گاه همه را آزار می‌داد.
7814,6.165375,و البته عملی غیراخلاقی و مخرب صلح اجتماعی است.,و البته عملی غیراخلاقی و مخرب صلح اجتماعی است.
7815,7.02,فقط یه توصیه به دوستانی که میخوان تشریف ببرند، حتما کپی از مدارک بگیرید,فقط یه توصیه به دوستانی که میخوان تشریف ببرند، حتما کپی از مدارک بگیرید
7816,8.46,در جایگاه درمانگر افرادی را دیده‌ام که کوشیده‌اند زندگی‌شان را به شیوه‌های متعدد تغییر دهند.,در جایگاه درمانگر افرادی را دیده‌ام که کوشیده‌اند زندگی‌شان را به شیوه‌های متعدد تغییر دهند.
7817,5.34,عقائد هر فرد می‌تونه نشون‌دهنده تجربیات و نحوه زندگی‌اش باشه.,عقاید هر فرد می‌تونه نشون‌دهنده تجربیات و نحوه زندگی‌اش باشه.
7818,6.66,در کنار این‌ها، شبکه‌های اجتماعی می‌توانند بستری برای انتشار اخبار جعلی و اطلاعات نادرست باشند.,در کنار این‌ها، شبکه‌های اجتماعی می‌توانند بستری برای انتشار اخبار جعلی و اطلاعات نادرست باشند.
7819,7.74,در همان یک روز به‌اندازه کل سال‌هایی که پیرمرد را می‌شناخت، به او احساس تعلق‌خاطر پیدا کرده بود.,در همان یک روز به‌اندازه کل سال‌هایی که پیرمرد را می‌شناخت، به او احساس تعلق‌خاطر پیدا کرده بود.
7820,9.24,جایی که سنت، فولکلور، پاپ و رپ در کنار هم، تجربه‌های تازه‌ای برای نسل‌های آینده خواهند ساخت.,جایی که سنت، فولکلور، پاپ و رپ در کنار هم، تجربه‌های تازه‌ای برای نسل‌های آینده خواهند ساخت.
7821,4.608,چنان وقاحتی از خودش نشون داد که همه رو شوکه کرد.,چنان وقاحتی از خودش نشون داد که همه رو شوکه کرد.
7822,5.16,همیشه تو این کلاس بعضیا ساکت می‌مونن و هیچ حرفی نمی‌زنن.,همیشه تو این کلاس بعضیا ساکت می‌مونن و هیچ حرفی نمی‌زنن.
7823,9.1946875,به‌عنوان مثال، در برخی موارد، دادگاه می‌تواند برای طرف متخلف جریمه تعیین کند یا حتی حکم به فسخ ازدواج دهد.,به‌عنوان مثال، در برخی موارد، دادگاه می‌تواند برای طرف متخلف جریمه تعیین کند یا حتی حکم به فسخ ازدواج دهد.
7824,4.26,چرا بعضیا بیشتر می‌ترسن؟,چرا بعضیا بیشتر می‌ترسن؟
7825,2.816,اصلا توصیه نمی‌کنم!,اصلا توصیه نمی‌کنم!
7826,1.62,باشگا برید,باشگا برید
7827,4.5,تا امیرحسین نیاد قورمه‌سبزی درست نمی‌کنم!,تا امیرحسین نیاد قورمه‌سبزی درست نمی‌کنم!
7828,9.06,هر ویتامین نقش خاصی در بدن دارد و وقتی دریافت آن کافی نباشد، عملکرد بخش‌های مختلف دچار اختلال می‌شود.,هر ویتامین نقش خاصی در بدن دارد و وقتی دریافت آن کافی نباشد، عملکرد بخش‌های مختلف دچار اختلال می‌شود.
7829,6.6986875,پس از هر لغزش به خودتان مجال نیت دوباره بدهید تا در مسیر باقی بمانید.,پس از هر لغزش به خودتان مجال نیت دوباره بدهید تا در مسیر باقی بمانید.
7830,5.58,به او گفت که می‌تواند در یک مسابقۀ علمی شرکت کند.,به او گفت که می‌تواند در یک مسابقۀ علمی شرکت کند.
7831,4.48,هر کدوم از این فصل‌ها زیبایی‌های خاص خودشون رو دارن.,هر کدوم از این فصل‌ها زیبایی‌های خاص خودشون رو دارن.
7832,1.92,چرا نیارند؟,چرا نیارند؟
7833,9.06,گلشیفته فراهانی در فستیوال بین‌المللی برلین آلمان معرفی شد.,گلشیفته فراهانی در فستیوال بین‌المللی برلین آلمان معرفی شد.
7834,4.56,بعضیا واسه رسیدن به خواسته‌هاشون خیلی قدرت‌طلبن.,بعضیا واسه رسیدن به خواسته‌هاشون خیلی قدرت‌طلبن.
7835,4.26,یوسف برای مهربانی مرزی نمی‌شناسد.,یوسف برای مهربانی مرزی نمی‌شناسد.
7836,6.18,متن ایملت خوبه؟,متن ایملت خوبه؟
7837,6.0,پشت‌پردۀ پیامک تبلیغ هک تلگرام!,پشت‌پردۀ پیامک تبلیغ هک تلگرام!
7838,5.22,ترجیح می‌دم علت رو بفهمم تا فقط ازش بگذرم,ترجیح می‌دم علت رو بفهمم تا فقط ازش بگذرم
7839,6.18,قدردانی از یکدیگر و دیدن نکات مثبت، نیرویی است که عشق را زنده نگه می‌دارد.,قدردانی از یکدیگر و دیدن نکات مثبت، نیرویی است که عشق را زنده نگه می‌دارد.
7840,3.6,همیشه تنها بود و با خودش حرف می‌زد.,همیشه تنها بود و با خودش حرف می‌زد.
7841,5.4,در آن لحظه، هرچه از من می‌خواست دریغ نمی‌کردم، بنابراین از او تشکر می‌کنم.,در آن لحظه، هرچه از من می‌خواست دریغ نمی‌کردم، بنابراین از او تشکر می‌کنم.
7842,11.34,مردم نیز می‌توانند با رعایت آرامش در محله‌ها، پرهیز از بوق زدن‌های بی‌دلیل و استفاده از وسایل نقلیه استاندارد در این مسیر مشارکت داشته باشند.,مردم نیز می‌توانند با رعایت آرامش در محله‌ها، پرهیز از بوق زدن‌های بی‌دلیل و استفاده از وسایل نقلیه استاندارد در این مسیر مشارکت داشته باشند.
7843,8.32,"مابین بوسه‌ها""بی‌تاها""و""مادرها""و""قربانت بروم‌ها""را می‌ریخت روی سروکله‌ام.","مابین بوسه‌ها""بی‌تاها""و""مادرها""و""قربانت بروم‌ها""را می‌ریخت روی سروکله‌ام."
7844,10.68,روش‌های پیش‌گیری مانند استفاده از ماسک، رعایت فاصله‌گذاری اجتماعی، شست‌وشوی دست‌ها و تهویه مناسب محیط نقش مهمی در کاهش سرعت انتقال داشته است.,روش‌های پیش‌گیری مانند استفاده از ماسک، رعایت فاصله‌گذاری اجتماعی، شست‌وشوی دست‌ها و تهویه مناسب محیط نقش مهمی در کاهش سرعت انتقال داشته است.
7845,3.12,از بچگی پای کوه بزرگ شدیم؛,از بچگی پای کوه بزرگ شدیم؛
7846,6.8906875,یعنی حدود ۱۲ هزار پوند برای مخارج زندگی ۲ نفر و یک زندگی معمولی.,یعنی حدود دوازده هزار پوند برای مخارج زندگی دو نفر و یک زندگی معمولی.
7847,3.5075,توی نگاهش چیزی پرپر می‌زد.,توی نگاهش چیزی پرپر می‌زد.
7848,3.225,با نوک انگشتش سر بینی‌اش زد.,با نوک انگشتش سر بینی‌اش زد.
7849,6.48,جهت‌دهنده‌ها در زندگی انسان‌ها نقش مهمی در تعیین مسیر دارند.,جهت‌دهنده‌ها در زندگی انسان‌ها نقش مهمی در تعیین مسیر دارند.
7850,3.9,تو برنامه کلاسی هیچ فرصتی برای نفس‌کشیدن نیست,تو برنامه کلاسی هیچ فرصتی برای نفس‌کشیدن نیست
7851,5.34,ترامپ: واشنگتن دنبال جنگ با ایران نیست.,ترامپ: واشنگتن دنبال جنگ با ایران نیست.
7852,4.68,رفتارش تا حدودی برایمان قابل‌درک بود.,رفتارش تا حدودی برایمان قابل‌درک بود.
7853,6.24,ناچاری یه وقتایی آدمو مجبور می‌کنه به تصمیم‌هایی که هیچ‌وقت فکرشو نمی‌کنه.,ناچاری یه وقتایی آدمو مجبور می‌کنه به تصمیم‌هایی که هیچ‌وقت فکرشو نمی‌کنه.
7854,4.98,خانۀ قدیمی در کوچۀ باریک قرار دارد.,خانۀ قدیمی در کوچۀ باریک قرار دارد.
7855,3.06,اصل رو اصلا ندید بهشون,اصل رو اصلا ندید بهشون
7856,4.5,بزودی میام پیشت، فقط یه ذره صبر کن.,بزودی میام پیشت، فقط یه ذره صبر کن.
7857,5.22,زنگ در آهنی و زنگ‌زده خانه قدیمی,زنگ در آهنی و زنگ‌زده خانه قدیمی
7858,4.56,مردانگی را تعریف و به جوانمردی معنا بخشید.,مردانگی را تعریف و به جوانمردی معنا بخشید.
7859,2.64,سعی کرد حرف را عوض کند,سعی کرد حرف را عوض کند
7860,3.8826875,آخه با خود فقه هم جور در نمیاد!,آخه با خود فقه هم جور در نمیاد!
7861,5.184,امنیت سایبری به یکی‌از نگرانی‌های مهم شرکت‌های فناوری تبدیل شده است.,امنیت سایبری به یکی‌از نگرانی‌های مهم شرکت‌های فناوری تبدیل شده است.
7862,4.44,حالا دیگر احمد آن پسر مکانیک ساده نبود.,حالا دیگر احمد آن پسر مکانیک ساده نبود.
7863,6.66,استاد خود من بلافاصله گفت چقدر خوشحال شدم که صادقانه پاسخ دادی!,استاد خود من بلافاصله گفت چقدر خوشحال شدم که صادقانه پاسخ دادی!
7864,5.4,امروز بعد از کار با بچه‌ها قراره بریم کافه لمیز یه چیزی بخوریم.,امروز بعد از کار با بچه‌ها قراره بریم کافه لمیز یه چیزی بخوریم.
7865,5.88,روز گذشته ۲۲ اردیبهشت‌ماه، صادق زیباکلام مهمان ما بوده است.,روز گذشته بیست و دو اردیبهشت‌ماه، صادق زیباکلام مهمان ما بوده است.
7866,5.58,او آشکارا با برده‌داری و حتی مجازات اعدام مخالفت کرد.,او آشکارا با برده‌داری و حتی مجازات اعدام مخالفت کرد.
7867,7.2,این خیابان پر از مغازه‌های رنگارنگ بود و مردم زیادی در آن رفت‌وآمد می‌کردند.,این خیابان پر از مغازه‌های رنگارنگ بود و مردم زیادی در آن رفت‌وآمد می‌کردند.
7868,4.02,هیئت ما نیز از مینسک به گومل بلاروس خواهد رفت.,هییت ما نیز از مینسک به گومل بلاروس خواهد رفت.
7869,2.6666875,خودتان بلیت صادر کنید.,خودتان بلیت صادر کنید.
7870,9.42,مهم نیست این احساسات چقدر جانکاه باشند، شما نمی‌خواهید در یکی دیگر از مراحل سوگواری گیر بیفتید.,مهم نیست این احساسات چقدر جانکاه باشند، شما نمی‌خواهید در یکی دیگر از مراحل سوگواری گیر بیفتید.
7871,5.7,وقتی به چیزهای خوب توجه کنیم، خوشبختی بیشتر تو زندگی‌مون حس می‌شه.,وقتی به چیزهای خوب توجه کنیم، خوشبختی بیشتر تو زندگی‌مون حس می‌شه.
7872,2.52,آب استخرتون چقدره؟,آب استخرتون چقدره؟
7873,1.92,اینجا بخوانید,اینجا بخوانید
7874,4.38,صهیونیست‌ها دانشمندان هسته‌ای ما را ترور کردند.,صهیونیست‌ها دانشمندان هسته‌ای ما را ترور کردند.
7875,3.24,وضعیت زیرگذرها,وضعیت زیرگذرها
7876,4.44,دیوار بلند و پر از نقش‌های قدیمی کاشی,دیوار بلند و پر از نقش‌های قدیمی کاشی
7877,4.6506875,تازه شرکت زده بودن و چند نفرم استخدام کرده بودن.,تازه شرکت زده بودن و چند نفرم استخدام کرده بودن.
7878,2.88,باقیشم امروز تموم می‌کنم.,باقیشم امروز تموم می‌کنم.
7879,8.58,در تخته‌نرد، عصبانیت، ناامیدی یا غرور بیش از حد، دشمن اصلی برد هستند.,در تخته‌نرد، عصبانیت، ناامیدی یا غرور بیش از حد، دشمن اصلی برد هستند.
7880,6.42,بعد از این که مریض شدم، دکتر گفت بدنم آنتی‌بادی تولید کرده و برای همین بهتر شدم.,بعد از این که مریض شدم، دکتر گفت بدنم آنتی‌بادی تولید کرده و برای همین بهتر شدم.
7881,6.72,باورها، سنت‌ها، فرهنگ و مناسک را این مردم بوده‌اند که حفظ کرده‌اند و نه حکومت‌ها.,باورها، سنت‌ها، فرهنگ و مناسک را این مردم بوده‌اند که حفظ کرده‌اند و نه حکومت‌ها.
7882,5.46,باید محکوم شود و باید با زمانه برخورد شود.,باید محکوم شود و باید با زمانه برخورد شود.
7883,6.06,امر به معروف یعنی دعوت به کار نیک و عرف.,امر به معروف یعنی دعوت به کار نیک و عرف.
7884,4.14,تو موبایل اصلا درست در نمیاد,تو موبایل اصلا درست در نمیاد
7885,8.64,بهزاد کمالی، کارآفرین موفق، در یک شرکت استارتاپی در تهران به گسترش نوآوری‌های دیجیتال پرداخته است.,بهزاد کمالی، کارآفرین موفق، در یک شرکت استارتاپی در تهران به گسترش نوآوری‌های دیجیتال پرداخته است.
7886,12.22,جبهه پایداری انقلاب اسلامی در سال ۱۳۹۰ تأسیس شد و به عنوان یکی‌از تندروترین جریان‌های اصولگرا شناخته می‌شود.,جبهه پایداری انقلاب اسلامی در سال یک هزار و سیصد و نود تاسیس شد و به عنوان یکی‌از تندروترین جریان‌های اصولگرا شناخته می‌شود.
7887,5.22,همیشه همون‌جا، روی همون خط، یه چیزی توی دلم می‌لرزه.,همیشه همون‌جا، روی همون خط، یه چیزی توی دلم می‌لرزه.
7888,6.06,تغیرات دمای هوا در طول هفته گذشته باعث سردرگمی همگان شد.,تغیرات دمای هوا در طول هفته گذشته باعث سردرگمی همگان شد.
7889,5.04,آن روز به خودم خواهم گفت شهین تو جنگیدی و بردی.,آن روز به خودم خواهم گفت شهین تو جنگیدی و بردی.
7890,7.381375,اگر یک تکه نان روی زمین بیفتد من خم می‌شوم آن را جمع می‌کنم و می‌بوسم.,اگر یک تکه نان روی زمین بیفتد من خم می‌شوم آن را جمع می‌کنم و می‌بوسم.
7891,6.36,مزه‌ها و بوها تو سفر، خودشون یه ماجراجویی جداگونه‌ان.,مزه‌ها و بوها تو سفر، خودشون یه ماجراجویی جداگونه‌ان.
7892,4.29,فکر کنم ۳۰ سال داشته باشی پس.,فکر کنم سی سال داشته باشی پس.
7893,6.0,اما بقیه کشاورزان روستا باور نداشتند که روش‌های سنتی بهتر هستند.,اما بقیه کشاورزان روستا باور نداشتند که روش‌های سنتی بهتر هستند.
7894,2.22,لطفا راهنمایی کنید,لطفا راهنمایی کنید
7895,4.26,شاید این آخرین چیزیه که از جوونی توی وجودم مونده.,شاید این آخرین چیزیه که از جوونی توی وجودم مونده.
7896,12.78,امروز هرگاه سخن از تحول، نوآوری و جسارت در شعر فارسی به میان می‌آید، نام نیما همچنان نخستین نامی است که در ذهن می‌نشیند و یادآور آغاز فصلی تازه در حیات ادبی ایران است.,امروز هرگاه سخن از تحول، نوآوری و جسارت در شعر فارسی به میان می‌آید، نام نیما همچنان نخستین نامی است که در ذهن می‌نشیند و یادآور آغاز فصلی تازه در حیات ادبی ایران است.
7897,3.6,دنیای این دو نفر زیر و رو می‌شود.,دنیای این دو نفر زیر و رو می‌شود.
7898,2.76,هر دقیقه یک ساعت می‌گذشت.,هر دقیقه یک ساعت می‌گذشت.
7899,3.24,بعد از یک هفته، نتایج اعلام شد.,بعد از یک هفته، نتایج اعلام شد.
7900,3.7546875,شاید آن‌ها نمی‌توانند در شب پرواز کنند.,شاید آن‌ها نمی‌توانند در شب پرواز کنند.
7901,2.16,ارزشمند؟,ارزشمند؟
7902,2.82,معماری و ساختار مجموعه,معماری و ساختار مجموعه
7903,11.1,سیدمحمد موسوی خوئینی‌ها از روحانیون سیاسی و یکی‌از چهره‌های تأثیرگذار در دوران پس از انقلاب است که در ایجاد نهادهای امنیتی و سیاسی نقش مهمی داشته است.,سیدمحمد موسوی خویینی‌ها از روحانیون سیاسی و یکی‌از چهره‌های تاثیرگذار در دوران پس از انقلاب است که در ایجاد نهادهای امنیتی و سیاسی نقش مهمی داشته است.
7904,8.28,بعضی‌ها کندر رو به عنوان طعم‌دهنده هم استفاده می‌کنن که می‌تونه غذا رو خوش‌عطر کنه.,بعضی‌ها کندر رو به عنوان طعم‌دهنده هم استفاده می‌کنن که می‌تونه غذا رو خوش‌عطر کنه.
7905,2.82,فقط موند اصفهان,فقط موند اصفهان
7906,9.18,خیلی‌هاشون حاضر نیستن به هر قیمتی توی رابطه بمونن یا فقط برای راضی نگه‌داشتن بقیه تصمیم بگیرن.,خیلی‌هاشون حاضر نیستن به هر قیمتی توی رابطه بمونن یا فقط برای راضی نگه‌داشتن بقیه تصمیم بگیرن.
